2.862937399565078422e+00,2.252125038550450320e+00,1.617444979620906720e-01,1.295509557597912254e-01,2.701192901617424980e+00,2.122574090957641602e+00
2.542408760920597199e+00,1.896719855757859952e+00,1.193254969383435865e-01,1.215650278788346500e-01,2.423083259677636825e+00,1.775154829025268555e+00
1.528999809283284161e+00,1.397354769018980258e+00,1.130079125785061062e-01,1.136440547684637453e-01,1.415991898596756116e+00,1.283710718154907227e+00
9.865516043241255861e-01,1.002726407005236631e+00,1.074067688647295793e-01,1.050086969939561937e-01,8.791448369113792349e-01,8.977177143096923828e-01
5.428789678051715306e-01,5.341074799115841376e-01,1.045496272231180857e-01,1.032230328911772077e-01,4.383293402007245598e-01,4.308844506740570068e-01
3.419131966322425664e-01,3.832126036286354065e-01,1.041866735191013527e-01,1.075753314205660227e-01,2.377265223309280306e-01,2.756372690200805664e-01
2.203688316848960160e-01,2.313428018242120743e-01,1.053217443322220226e-01,1.092911685387102511e-01,1.150470873844514075e-01,1.220516338944435120e-01
1.657997754712899618e-01,1.715765791013836861e-01,1.053819126031530218e-01,1.133206443359645460e-01,6.041786286324810074e-02,5.825593322515487671e-02
1.364758320133204195e-01,1.428129839925811884e-01,1.048023026690786536e-01,1.104033527036125811e-01,3.167352932590863923e-02,3.240963071584701538e-02
1.173385065684481310e-01,1.293529189693239934e-01,1.016938352121377620e-01,1.121662813597000541e-01,1.564467164169596261e-02,1.718663610517978668e-02
1.102272219066153663e-01,1.121120881647444667e-01,1.030392914208683730e-01,1.050864295102655888e-01,7.187930538301940710e-03,7.025656756013631821e-03
1.072461472829104728e-01,1.145718718090882604e-01,1.033958957586779692e-01,1.107455071849891837e-01,3.850251443108441279e-03,3.826361615210771561e-03
1.044807321981103959e-01,1.069341178696889133e-01,1.026323243359646420e-01,1.051443840663593560e-01,1.848407852062539927e-03,1.789735164493322372e-03
1.060388512332530175e-01,1.017020193931574973e-01,1.051884907569120287e-01,1.008018908592370894e-01,8.503604350914675033e-04,9.001293801702558994e-04
1.022969322655535723e-01,1.074820021525598468e-01,1.019891940907934474e-01,1.071998188630319537e-01,3.077382736634939929e-04,2.821825619321316481e-04
1.027074826886178321e-01,1.123537263259864749e-01,1.025622254359753460e-01,1.121840020999885501e-01,1.452571488311881051e-04,1.697236730251461267e-04
1.042619093499706218e-01,1.093558582763832360e-01,1.041891635138922773e-01,1.093158042058348656e-01,7.274590994554065184e-05,4.005226583103649318e-05
