1.638648763660761898e-01,1.402844717152989806e-01,1.623488202876853803e-01,1.389901418811999856e-01,1.516056134454368647e-03,1.294331275857985020e-03
1.207304583847757379e-01,1.193113265415796931e-01,1.192638673758491114e-01,1.179929267471799548e-01,1.466590872955975339e-03,1.318400842137634754e-03
1.102903359251835025e-01,1.153440048130085771e-01,1.095480662978344649e-01,1.145851087684814779e-01,7.422695641761542984e-04,7.588958833366632462e-04
1.054169340059161186e-01,1.133596329376674594e-01,1.050355279710622897e-01,1.130533200473739508e-01,3.814061062766136356e-04,3.063128388021141291e-04
1.009488247892283974e-01,1.079072795736675111e-01,1.007630506755290423e-01,1.077061436640528586e-01,1.857741924458497431e-04,2.011388860410079360e-04
1.005584843190303751e-01,1.059150046382385940e-01,1.004634919793899878e-01,1.058089979207859632e-01,9.499230915202338610e-05,1.060038703144527972e-04
1.001325383968162397e-01,1.062682291062978651e-01,1.000866625174449825e-01,1.062288356658357830e-01,4.587577954884554339e-05,3.939124144380912185e-05
1.004897835358899150e-01,1.037584636002205907e-01,1.004668105432758862e-01,1.037409097815935460e-01,2.297290372226070790e-05,1.755543235049117357e-05
9.982501928574770422e-02,1.014234499217799013e-01,9.981336296973579436e-02,1.014132280117617246e-01,1.165628404591585198e-05,1.022021024255082011e-05
1.003411993179030293e-01,1.068287452038090973e-01,1.003353022518042176e-01,1.068224176549567583e-01,5.897164828519422570e-06,6.326799848466180265e-06
1.011629738158050240e-01,1.078966994626590903e-01,1.011600290178235745e-01,1.078940079404184516e-01,2.944697348748066954e-06,2.689709390324424021e-06
1.007769754171136817e-01,1.059540874826220419e-01,1.007755202268130479e-01,1.059525922442284968e-01,1.454979395804501675e-06,1.494454636485897936e-06
