7.235356224106347378e-01,7.001944095530407974e-01,1.673021416942727657e-01,1.428275043342975836e-01,5.562334806140825094e-01,5.573669075965881348e-01
7.502676386465417790e-01,7.654425768142051334e-01,1.211737615918304645e-01,1.263549602095117019e-01,6.290938774956033042e-01,6.390876173973083496e-01
4.625362586626347028e-01,4.741701147657759741e-01,1.125936970669538378e-01,1.186600001727012854e-01,3.499425616353116220e-01,3.555101156234741211e-01
3.061954197374747166e-01,3.240579185967749631e-01,1.070851112636638514e-01,1.185919457769140234e-01,1.991103083053801792e-01,2.054659724235534668e-01
2.038683365594516350e-01,2.226605584963839146e-01,1.064615230363337856e-01,1.158018448251359050e-01,9.740681365191777852e-02,1.068587154150009155e-01
1.528035485918851633e-01,1.633785309151132015e-01,1.047533533852943732e-01,1.137446131398703181e-01,4.805019538988299782e-02,4.963391646742820740e-02
1.301948344731267415e-01,1.368428841233253479e-01,1.048151072302952042e-01,1.110136550157628105e-01,2.537972738649299856e-02,2.582922950387001038e-02
1.175120947387148784e-01,1.260265966362141554e-01,1.049471052383330327e-01,1.131443233090512340e-01,1.256498941864342758e-02,1.288227178156375885e-02
1.092213918702637232e-01,1.202760031248660821e-01,1.032996125261675807e-01,1.146151290294971925e-01,5.921779193623149910e-03,5.660872906446456909e-03
1.053631920664709898e-01,1.205484210810762735e-01,1.020931436709980322e-01,1.172674537656155092e-01,3.270048598580537792e-03,3.280966076999902725e-03
1.057206146676648167e-01,1.111002382921411624e-01,1.041925249304226087e-01,1.094756987976266971e-01,1.528089848394069677e-03,1.624539028853178024e-03
1.050124203617823215e-01,1.156608306981147666e-01,1.042398009944627835e-01,1.148328029728950400e-01,7.726193298173924693e-04,8.280241745524108410e-04
1.042288969161900419e-01,1.156288591867431631e-01,1.038670633978983210e-01,1.152503445268945464e-01,3.618335442800518450e-04,3.785137669183313847e-04
1.044560109483117782e-01,1.122764854672107238e-01,1.042975026202645761e-01,1.121654867571085096e-01,1.585083758343782615e-04,1.109951772377826273e-04
