1.556136850862109844e-01,1.369037495807130245e-01,1.552617039699900059e-01,1.365247269735691271e-01,3.519813431570288512e-04,3.790197952184826136e-04
1.152920805442919777e-01,1.179181842252295109e-01,1.149644092607133572e-01,1.175466341541168552e-01,3.276710522960514689e-04,3.715509956236928701e-04
1.007392159564063916e-01,1.027734558633033313e-01,1.005780758891016841e-01,1.025741526738126186e-01,1.611400825242255636e-04,1.993053592741489410e-04
9.433078369066277835e-02,1.044222747391842787e-01,9.425278450362384319e-02,1.043580358332776015e-01,7.799918219152072335e-05,6.423988816095516086e-05
9.162340829882056892e-02,1.006294603043414171e-01,9.158439182755635788e-02,1.005751752948507299e-01,3.901649054501405377e-05,5.428693475550971925e-05
8.895969166955415564e-02,1.012402698793943845e-01,8.894045279916137914e-02,1.012235060730513059e-01,1.923878231087036524e-05,1.676436477282550186e-05
8.810633969830071466e-02,9.780008975971252183e-02,8.809669991023838520e-02,9.778937590407564551e-02,9.639813941205036265e-06,1.071204405889147893e-05
8.801621025765037076e-02,9.762263266330069300e-02,8.801143869083929983e-02,9.761669522428766121e-02,4.771490269297131676e-06,5.935949047852773219e-06
8.794690647776773340e-02,9.780934064629230595e-02,8.794451515844210754e-02,9.780684549440728237e-02,2.391319240364572507e-06,2.493692818461568095e-06
8.481009657732507812e-02,9.698862435811377025e-02,8.480887866995119595e-02,9.698719364848543134e-02,1.217914627324397771e-06,1.433035890840983484e-06
8.701752322389090522e-02,9.793981628373582549e-02,8.701692804436575446e-02,9.793925011887195942e-02,5.951404295336473155e-07,5.626526444757473655e-07
8.864337148669948485e-02,9.989767046050822275e-02,8.864306989670829584e-02,9.989744682419807176e-02,3.014777434787706452e-07,2.264897887016559253e-07
8.779937183940188239e-02,9.183685612329776926e-02,8.779922213425185584e-02,9.183671400743595448e-02,1.498149520563083744e-07,1.415994432818479254e-07
8.599451017328241242e-02,9.654188243315574292e-02,8.599443183815543013e-02,9.654178454520855046e-02,7.829890849634581135e-08,9.791983046625318821e-08
8.645494143042634083e-02,9.848316085148364762e-02,8.645490248330887917e-02,9.848312276633496010e-02,3.912163393710623565e-08,4.039820211687583651e-08
8.713998900666991565e-02,9.619575017627249314e-02,8.713997072698746738e-02,9.619573515621905602e-02,1.854369685228952738e-08,1.755580569806625135e-08
