4.371710970522241224e-01,3.969659653115779618e-01,1.652722566021962991e-01,1.393573109773879326e-01,2.718988403758604844e-01,2.576086521148681641e-01
4.361728873262379902e-01,4.923834749992857529e-01,1.236311101324935602e-01,1.274340695681724089e-01,3.125417766339601555e-01,3.649494051933288574e-01
2.960205998747272860e-01,3.050364160791356749e-01,1.137548004019450637e-01,1.214165156112706340e-01,1.822657994430591510e-01,1.836199015378952026e-01
2.001476712088952614e-01,2.127214272288565911e-01,1.072463872644336957e-01,1.137166880863778179e-01,9.290128393455389377e-02,9.900473803281784058e-02
1.536455060494072988e-01,1.663520659538025581e-01,1.057648972528887621e-01,1.147940655813572269e-01,4.788060869991858648e-02,5.155799910426139832e-02
1.272053112513683026e-01,1.350802675365133376e-01,1.047585599193785466e-01,1.110183520123679546e-01,2.244675100998992645e-02,2.406191453337669373e-02
1.154413535061510343e-01,1.280363327328195022e-01,1.036088590341758819e-01,1.153993288332477579e-01,1.183249465526735496e-02,1.263700239360332489e-02
1.107140994244354137e-01,1.206837970208614469e-01,1.047941881648086493e-01,1.144917511797331755e-01,5.919911151880675494e-03,6.192047148942947388e-03
1.070652867895253851e-01,1.154931496749533049e-01,1.041049756050268366e-01,1.125087803824150884e-01,2.960310973960192729e-03,2.984368940815329552e-03
1.051626405728227909e-01,1.145207713100504371e-01,1.036425359358892212e-01,1.129559056555971136e-01,1.520104488008655608e-03,1.564866746775805950e-03
1.026071007264421353e-01,1.117549196202704265e-01,1.018368556669497077e-01,1.109519798229349485e-01,7.702451125914330527e-04,8.029415621422231197e-04
1.037913579097453631e-01,1.143514184241599257e-01,1.034121034082342294e-01,1.139751690974895038e-01,3.792543626680506858e-04,3.762480046134442091e-04
1.040383785259612753e-01,1.073592038864785020e-01,1.038692603333595532e-01,1.071958332223461041e-01,1.691180415578623787e-04,1.633724605198949575e-04
1.032805704273917630e-01,1.164899221126069473e-01,1.032158724190865434e-01,1.163909784022797989e-01,6.469795836524776396e-05,9.894456889014691114e-05
1.033316628531889686e-01,1.104032074279607673e-01,1.033009348457005483e-01,1.103729282287841118e-01,3.072796125174948918e-05,3.028192986676003784e-05
1.043226323288647395e-01,1.124542429250605519e-01,1.043079917398380407e-01,1.124425808641504737e-01,1.464060386464107656e-05,1.166197125712642446e-05
1.040493651649894852e-01,1.142811433986780506e-01,1.040437059016264126e-01,1.142765092564390073e-01,5.659325687039451273e-06,4.632172476703999564e-06
1.030518333823915444e-01,1.083478963676285239e-01,1.030487724421347701e-01,1.083452084517859404e-01,3.061012176704509189e-06,2.687332653295015916e-06
1.035215670064567189e-01,1.148225271162834626e-01,1.035193963115044052e-01,1.148204558548775178e-01,2.170656981516390609e-06,2.070768687190138735e-06
1.013815347253879950e-01,1.145554183328405390e-01,1.013799659769110267e-01,1.145538885067118040e-01,1.568683646299400398e-06,1.527707695458957460e-06
